"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"8839","33","1","3","99","2","2","2","2","2","2","2","1","99","99","2","2","2","99","99","99","3","2","1","2","14","3","2","2","2","2","2"
"8840","15","0","1","6","1","3","4","2","2","1","4","2","3","4","3","1","1","99","99","99","7","1","1","11","15","1","5","4","4","4","4"
"8841","43","1","6","6","2","1","1","1","2","7","2","2","3","1","1","1","2","3","3","2","3","1","1","5","1","1","3","1","1","1","1"
"8842","32","0","3","7","1","1","4","4","1","4","4","3","5","1","1","1","1","2","2","1","1","1","5","7","2","1","3","1","1","1","1"
"8843","44","1","6","1","2","1","3","2","2","7","3","1","3","1","1","2","2","5","99","99","3","1","11","11","15","4","1","1","1","1","1"
"8844","34","1","1","7","2","3","7","4","2","8","8","2","5","5","3","1","1","1","1","1","1","8","6","1","10","1","5","1","4","4","4"
"8845","17","0","3","5","2","1","3","1","1","1","6","1","99","2","1","1","2","4","5","99","2","1","1","1","1","1","4","3","3","1","1"
"8846","23","1","3","1","2","2","4","3","2","7","5","1","3","1","2","2","2","3","3","2","2","2","1","2","15","4","1","2","2","99","99"
"8847","44","1","3","4","2","2","2","2","2","4","2","2","3","1","2","2","2","3","3","1","3","8","3","3","10","1","5","3","3","3","3"
"8848","32","0","3","7","2","1","3","3","1","2","3","4","9","1","1","1","1","99","6","99","2","1","1","9","3","3","1","1","1","1","1"
"8849","26","0","1","6","2","3","2","2","2","5","2","1","99","1","1","1","2","3","99","99","6","1","11","11","14","1","3","4","4","4","4"
"8850","16","1","3","1","2","2","1","1","2","7","5","1","3","1","2","1","2","4","99","99","2","2","3","7","1","4","1","2","2","99","99"
"8851","16","0","3","3","2","1","2","2","1","5","3","1","3","0","99","2","2","6","6","4","2","1","6","9","1","2","1","3","3","3","3"
"8852","44","0","3","5","1","3","6","3","2","9","6","3","4","4","4","2","2","3","3","99","3","1","7","5","2","4","1","3","3","3","3"
"8853","16","0","3","6","1","1","2","1","1","1","5","3","9","99","1","1","2","3","3","3","1","1","11","1","1","4","1","1","1","1","1"
"8854","42","0","6","1","2","4","4","4","2","10","4","1","3","2","4","2","2","99","99","99","3","99","1","99","1","4","1","3","3","3","3"
"8855","16","0","3","6","2","1","3","1","1","3","5","3","1","1","1","1","1","3","99","99","6","1","3","11","1","2","2","1","1","1","1"
"8856","25","1","3","2","2","2","2","1","2","7","4","1","3","1","2","2","2","3","3","2","2","2","1","11","6","3","1","3","3","3","3"
"8857","44","1","3","5","2","2","2","1","2","1","4","1","3","1","2","2","2","3","2","2","3","2","1","9","1","1","3","3","3","3","3"
"8858","15","0","3","6","1","1","2","1","1","1","3","2","3","2","1","1","1","3","3","2","7","1","1","11","15","1","5","1","1","1","1"
"8859","23","1","3","2","2","2","3","1","2","7","6","2","2","1","2","2","2","2","4","3","2","2","3","5","11","4","1","2","2","2","2"
"8860","23","0","3","1","2","1","5","2","1","4","5","1","1","1","4","2","2","99","99","99","2","1","1","2","1","1","1","1","1","1","1"
"8861","33","0","3","5","2","1","3","2","1","4","6","1","3","1","1","1","1","4","4","2","7","1","2","11","1","4","1","1","3","1","1"
"8862","31","0","3","1","2","1","4","2","2","10","6","1","2","1","4","2","2","5","99","99","2","8","6","9","6","4","1","3","3","3","3"
"8863","32","1","3","4","2","2","4","2","2","7","5","2","4","3","2","2","2","4","4","3","99","2","1","11","2","2","1","2","2","2","2"
"8864","33","1","1","6","2","3","3","1","2","4","7","4","2","1","3","2","2","5","99","99","3","99","11","96","3","3","1","4","4","4","4"
"8865","34","0","3","4","2","1","5","3","1","1","5","1","3","0","99","2","2","4","4","3","2","1","6","4","2","1","1","1","1","1","1"
"8866","31","1","3","6","2","2","2","1","2","7","4","1","2","1","2","2","2","3","99","99","3","99","6","99","5","1","3","1","2","1","1"
"8867","16","0","3","5","2","3","7","3","2","96","13","3","3","3","1","1","1","2","2","1","1","1","3","1","14","1","1","1","1","3","3"
"8868","23","0","3","6","2","1","3","0","1","96","8","1","2","1","1","1","1","3","99","99","1","2","1","9","6","1","1","1","1","1","1"
"8869","23","1","3","3","2","2","4","2","2","4","5","1","1","1","4","2","2","1","3","4","1","1","1","2","6","4","1","3","3","3","3"
"8870","44","1","3","5","2","2","3","2","2","7","4","3","3","2","2","1","1","3","2","1","7","2","3","4","7","1","5","3","3","3","3"
"8871","44","1","3","6","2","2","2","2","2","7","3","3","3","2","2","1","1","4","5","99","7","2","1","9","2","1","1","2","2","2","2"
"8872","41","1","3","1","2","2","2","1","2","1","4","1","3","1","2","1","1","4","5","99","2","2","3","11","12","4","2","2","3","4","2"
"8873","31","1","3","6","2","2","2","2","2","1","4","2","5","1","2","2","2","1","1","1","1","2","1","2","2","2","4","2","2","2","2"
"8874","41","1","8","1","2","2","3","1","2","7","3","1","5","2","2","2","2","4","4","2","2","2","3","11","1","4","1","2","2","2","2"
"8875","34","0","3","7","1","1","1","1","1","5","3","2","9","1","1","1","1","2","2","2","6","1","1","1","15","1","4","1","1","1","1"
"8876","16","0","3","7","2","1","3","2","1","1","3","1","1","1","1","1","1","2","99","6","99","2","1","11","6","1","3","3","3","3","3"
"8877","32","1","1","6","2","7","3","1","2","99","3","4","99","0","3","2","2","99","99","99","99","8","11","99","1","3","2","4","4","4","4"
"8878","16","1","8","1","2","3","5","1","2","6","7","2","3","2","3","2","2","3","1","1","1","1","2","10","4","4","1","4","4","4","4"
"8879","15","0","1","7","1","6","3","3","2","6","3","4","9","2","3","2","2","2","2","1","1","1","1","96","1","3","1","1","1","4","4"
"8880","15","0","1","4","2","1","4","3","2","6","4","1","3","1","1","1","2","4","4","1","2","1","11","2","2","4","1","3","3","3","3"
"8881","42","1","6","1","2","7","5","0","2","99","5","1","5","2","4","2","2","3","99","99","1","8","1","8","8","4","1","99","99","99","99"
"8882","43","1","3","3","2","4","5","1","2","10","5","3","3","3","1","2","2","3","3","1","3","8","9","2","1","4","2","3","3","3","3"
"8883","23","1","2","6","2","2","7","3","2","7","11","3","3","10","2","1","1","3","3","2","2","2","1","3","2","1","3","4","3","3","3"
"8884","33","1","3","1","2","1","3","2","1","4","6","1","2","1","1","1","1","2","1","1","1","8","3","3","3","4","1","1","99","3","3"
"8885","32","1","3","6","2","2","2","1","2","5","3","1","2","1","2","2","1","2","2","1","1","99","11","99","6","1","3","2","2","2","2"
"8886","42","1","3","4","2","2","2","1","2","7","4","2","3","1","2","2","2","6","6","4","3","2","1","1","1","2","3","3","3","1","1"
"8887","16","0","3","7","2","3","4","1","1","1","5","1","4","4","1","1","1","2","2","1","7","1","2","1","1","2","4","1","1","1","1"
"8888","24","1","1","1","2","1","1","0","1","4","1","1","1","0","99","2","2","5","5","4","2","1","5","99","5","4","1","1","1","99","99"
"8889","41","0","3","3","2","1","2","1","1","1","2","1","3","1","1","1","1","2","3","1","2","1","1","5","1","4","1","1","1","1","1"
"8890","41","1","1","7","2","3","5","1","2","8","5","3","3","2","3","2","2","2","2","2","8","8","1","1","2","1","5","4","4","4","4"
"8891","32","1","3","7","2","2","2","2","2","4","4","2","1","1","2","2","2","3","3","3","2","2","6","3","6","2","1","3","3","3","3"
"8892","25","1","8","5","2","7","4","2","2","7","5","2","3","1","2","2","2","4","99","99","3","2","1","99","1","1","4","4","4","4","4"
"8893","21","1","3","2","2","2","2","2","2","7","4","1","2","2","3","2","2","99","3","3","8","2","9","2","1","4","1","2","2","2","2"
"8894","41","0","3","4","2","1","3","3","1","5","3","2","4","3","1","1","1","2","2","1","1","1","1","6","1","1","3","1","1","1","1"
"8895","41","0","3","5","1","1","2","2","1","1","2","2","3","1","1","1","1","3","3","2","2","1","3","5","1","2","1","1","1","1","1"
"8896","26","0","3","1","2","1","2","1","1","2","6","1","3","2","99","1","2","3","3","2","7","99","11","99","15","4","1","2","2","2","3"
"8897","34","0","3","7","2","1","2","2","1","1","4","3","5","2","1","1","1","1","1","1","1","2","7","99","15","2","3","3","3","3","3"
"8898","44","1","3","1","2","2","2","1","2","96","4","1","2","1","1","1","2","3","3","3","3","1","11","99","14","1","1","1","1","1","1"
"8899","23","0","3","5","2","1","3","1","1","1","8","1","3","1","1","1","1","4","6","99","2","1","7","11","6","1","1","1","2","2","2"
"8900","16","0","1","7","2","3","4","3","2","8","5","1","2","3","3","2","2","3","5","99","6","8","3","1","15","1","4","3","3","3","4"
"8901","31","1","3","7","2","3","9","3","2","7","9","1","2","3","2","2","2","6","6","3","3","2","11","99","2","2","3","2","4","4","4"
"8902","34","1","8","6","2","2","4","2","2","7","4","3","4","4","1","1","1","1","1","1","2","2","1","8","10","3","4","1","2","2","2"
"8903","33","1","3","1","2","2","3","2","2","7","3","1","3","1","2","2","2","4","4","3","2","2","7","2","2","3","2","2","2","2","2"
"8904","11","0","3","10","2","2","2","0","1","1","2","3","5","1","1","1","2","99","99","99","2","2","11","99","14","1","5","2","2","1","1"
"8905","34","1","3","6","2","2","2","1","2","7","2","2","5","2","2","1","1","3","3","1","3","2","1","11","11","1","1","3","3","3","3"
"8906","15","0","3","6","2","1","4","2","1","3","5","3","3","1","2","2","2","2","2","1","1","1","9","1","1","3","3","3","3","3","3"
"8907","41","1","3","7","2","2","4","2","2","7","4","3","2","3","2","2","2","3","3","1","1","2","3","11","13","2","1","2","2","2","2"
"8908","16","0","3","7","2","1","2","1","1","1","3","3","5","2","1","1","1","3","3","3","6","1","1","3","1","3","3","1","1","1","1"
"8909","42","0","4","5","2","1","2","1","1","2","3","1","99","1","1","1","2","99","99","99","2","99","1","5","15","2","4","1","2","2","2"
"8910","23","1","3","7","2","2","2","1","2","7","4","3","4","1","2","1","1","2","2","1","1","2","1","96","6","2","3","2","2","2","2"
"8911","44","0","1","5","2","5","2","0","2","10","2","1","9","0","99","2","2","99","99","5","2","8","11","99","10","4","1","4","4","4","4"
"8912","42","1","6","1","2","4","3","2","2","10","5","3","3","3","4","1","1","3","3","2","2","8","1","99","6","4","1","4","4","4","4"
"8913","41","1","4","1","2","1","3","3","1","1","3","1","4","2","1","1","1","3","2","1","2","1","3","2","1","4","1","1","1","1","1"
"8914","25","1","2","1","2","2","2","1","2","7","3","2","3","1","2","2","2","5","99","99","3","2","3","5","1","4","1","3","3","3","3"
"8915","23","1","1","1","2","7","1","0","2","7","1","4","3","1","1","1","2","5","5","2","2","1","7","4","2","4","1","1","1","1","1"
"8916","16","0","1","10","2","5","5","3","2","8","7","3","4","3","5","1","1","1","1","1","1","1","1","1","15","1","5","1","3","3","3"
"8917","34","1","3","4","2","2","4","2","2","7","5","2","3","1","2","2","2","4","99","99","3","2","1","7","10","2","1","3","3","2","2"
"8918","16","0","3","1","2","1","2","2","1","4","4","1","1","0","1","2","2","4","99","99","2","99","1","9","2","4","1","2","2","2","2"
"8919","16","0","3","1","2","1","2","1","1","1","4","4","99","1","4","2","2","2","99","99","2","99","11","2","15","2","4","1","1","1","1"
"8920","11","0","1","11","1","3","2","2","2","8","5","3","2","4","3","1","1","3","1","1","2","99","1","99","11","3","4","1","1","1","1"
"8921","16","1","3","1","2","2","4","2","2","7","5","1","3","1","2","2","2","3","3","3","1","2","9","2","1","4","1","2","2","2","2"
"8922","41","0","8","1","2","1","3","2","1","4","3","1","2","1","1","1","1","4","99","99","2","1","3","5","1","4","2","1","1","1","1"
"8923","26","1","1","5","2","3","2","0","2","8","4","1","3","1","3","2","2","99","99","2","2","8","1","10","2","1","4","4","4","4","4"
"8924","44","1","3","10","2","2","2","2","2","7","2","2","3","2","2","1","1","3","3","1","3","8","3","3","6","1","4","1","2","3","3"
"8925","16","1","3","5","2","2","1","0","2","7","4","2","4","1","2","1","2","3","3","2","2","2","1","2","15","2","3","2","2","2","2"
"8926","17","0","1","7","2","3","5","2","2","8","5","4","5","2","3","2","2","1","1","1","1","8","10","1","2","1","4","4","4","4","4"
"8927","23","1","3","1","2","2","3","1","2","7","6","3","2","1","2","2","2","3","4","4","1","1","1","2","15","4","1","99","3","3","2"
"8928","43","0","2","5","2","1","2","2","1","3","2","2","5","1","1","1","1","99","99","99","99","1","11","99","1","4","1","1","1","1","1"
"8929","44","0","3","6","1","1","2","1","1","96","3","3","3","2","1","1","1","3","3","3","7","1","11","99","2","1","4","1","1","1","1"
"8930","23","1","3","1","2","1","4","1","2","7","7","2","3","1","1","2","2","3","3","1","2","2","7","11","3","4","1","2","2","2","2"
"8931","34","1","3","1","2","2","2","2","2","7","4","3","5","1","2","1","2","3","99","99","3","2","6","8","15","4","1","2","2","2","2"
"8932","31","0","3","2","2","7","2","1","1","4","2","1","1","1","1","1","1","3","3","2","6","99","2","11","1","3","1","3","3","99","99"
"8933","41","0","1","6","2","3","3","1","2","8","5","2","3","2","3","1","1","5","5","3","2","8","5","2","1","1","4","3","3","3","3"
"8934","23","0","1","6","2","5","2","1","2","8","5","4","2","2","1","1","1","2","3","4","1","1","1","11","2","2","2","4","4","4","4"
"8935","41","0","3","6","1","1","2","2","1","5","2","3","4","1","1","1","1","1","1","1","1","1","1","2","2","1","4","1","1","1","1"
"8936","44","0","6","4","2","4","6","3","2","9","6","4","3","2","4","2","2","2","2","2","1","8","11","3","1","3","2","3","3","3","3"
"8937","41","1","6","3","2","1","1","1","1","1","3","2","2","0","1","2","2","2","2","2","1","1","7","99","3","4","1","1","1","1","1"
"8938","26","0","3","1","2","1","2","2","1","5","3","1","5","1","1","1","2","2","2","2","4","2","1","4","1","2","2","2","2","2","2"
"8939","31","0","3","5","2","1","4","0","1","1","4","1","4","1","1","1","1","1","1","1","1","1","3","11","1","2","4","1","1","1","1"
"8940","41","1","6","1","2","1","3","1","2","9","4","1","2","2","1","2","2","3","3","2","2","8","3","99","10","1","1","3","3","3","3"
"8941","44","1","3","6","1","1","2","2","1","1","3","3","3","1","1","2","2","3","2","2","3","1","5","99","3","4","1","1","1","1","1"
"8942","16","1","3","1","2","3","2","1","2","7","5","3","3","1","1","1","1","2","2","2","1","6","11","6","1","4","1","1","1","1","1"
"8943","34","1","8","6","2","1","2","1","2","3","2","3","3","1","2","2","2","3","99","99","2","2","7","7","1","3","1","2","2","2","2"
"8944","34","1","2","7","2","2","2","1","2","7","4","2","5","2","2","1","1","1","1","1","1","2","1","1","10","1","3","4","2","2","2"
"8945","44","0","1","5","2","3","3","3","2","3","3","1","3","1","1","1","2","5","4","2","7","8","1","7","2","3","1","4","4","4","4"
"8946","26","1","3","7","2","7","5","2","2","8","6","1","5","3","2","1","1","2","2","2","4","2","1","6","2","1","5","3","3","3","3"
"8947","32","0","3","5","2","7","2","2","1","4","4","1","3","1","1","1","1","4","4","3","2","1","8","9","6","2","1","1","1","1","1"
"8948","21","0","5","4","2","1","1","1","1","4","1","3","2","0","99","2","2","99","99","99","2","99","11","11","15","1","1","1","1","1","1"
"8949","34","0","3","6","2","2","2","2","1","5","4","3","2","1","1","1","1","1","2","2","1","2","6","2","13","1","3","1","1","1","1"
"8950","23","0","3","3","2","1","2","1","1","3","7","1","1","1","2","2","2","3","3","2","2","1","3","3","6","4","1","3","3","3","3"
"8951","35","1","3","99","2","99","99","99","2","99","2","2","99","99","99","2","2","99","99","99","99","99","11","99","15","4","1","99","99","99","99"
"8952","15","1","3","6","2","2","2","1","2","1","4","3","3","1","2","2","2","3","99","99","7","2","3","9","6","3","1","2","2","3","3"
"8953","34","0","3","3","2","1","3","2","1","5","3","2","3","1","1","1","1","3","3","3","1","2","1","11","2","3","1","3","3","3","3"
"8954","16","1","1","6","2","3","1","1","2","8","4","1","2","1","3","2","2","2","2","1","1","8","7","4","6","1","3","3","3","3","3"
"8955","24","1","3","4","2","2","1","99","2","7","4","1","9","1","2","1","1","2","6","4","1","1","1","99","14","4","1","3","3","3","3"
"8956","16","1","3","7","2","7","6","5","2","8","10","1","2","2","3","2","2","2","2","2","2","2","1","9","4","2","2","4","4","4","4"
"8957","41","1","6","3","2","1","1","1","2","7","1","2","2","1","1","1","1","1","1","1","1","1","7","4","1","1","1","1","1","1","1"
"8958","16","1","3","1","2","2","2","2","2","1","3","2","99","1","2","2","1","3","99","99","2","99","1","99","15","1","1","99","3","3","2"
"8959","26","1","8","7","2","1","1","0","2","7","2","3","3","1","2","1","1","3","3","3","1","1","1","2","4","3","3","1","1","3","3"
"8960","24","1","3","1","2","2","3","0","2","7","7","1","2","1","2","2","1","4","4","3","2","2","7","99","15","4","1","2","2","2","2"
"8961","43","1","6","3","2","4","3","0","2","9","5","3","3","0","4","2","2","1","1","1","1","1","11","11","2","2","1","1","3","3","1"
"8962","21","1","3","1","2","3","2","1","2","7","2","1","2","0","99","2","2","99","99","99","2","2","1","2","15","4","1","3","3","3","3"
"8963","25","0","2","3","2","1","2","1","1","1","5","2","3","1","1","1","1","5","99","99","3","1","3","1","1","4","1","3","3","3","3"
"8964","32","0","3","6","2","7","4","4","1","1","6","2","99","1","1","2","2","2","2","2","2","99","11","99","13","2","1","99","99","99","99"
"8965","44","0","3","4","1","1","2","1","1","1","2","2","3","2","1","1","1","3","3","4","3","8","4","4","14","3","1","3","2","3","1"
